"12880: Main economic indicators. Accounts and forecasts, by contents and year"

"contents";"1991";"1992";"1993";"1994";"1995";"1996";"1997";"1998";"1999";"2000";"2001";"2002";"2003";"2004";"2005";"2006";"2007";"2008";"2009";"2010";"2011";"2012";"2013";"2014";"2015";"2016";"2017";"2018";"2019";"2020";"2021";"2022";"2023";"2024";"2025";"2026"
"Consumption in households etc";2.1;2.4;2.3;3.4;3.6;6.3;3.1;2.8;3.7;4.2;2.1;3.1;3.2;5.4;4.4;5.0;5.3;1.7;0.0;3.8;2.4;3.5;2.8;2.1;2.7;1.1;2.2;1.4;1.0;-6.2;4.4;6.9;0.6;1.5;2.3;3.2
"General government consumption";5.8;6.1;3.6;1.4;0.3;2.8;2.9;3.5;3.2;2.1;4.0;3.6;1.2;1.2;1.9;2.2;2.0;2.6;4.2;2.2;1.1;1.5;1.0;2.7;2.4;2.3;1.9;0.6;1.1;-0.5;5.0;0.1;1.4;1.7;1.8;2.2
"Gross fixed investment";-0.4;-2.0;5.3;5.3;3.2;9.4;14.8;12.3;-4.9;-3.3;-0.6;-0.4;0.5;10.1;11.9;9.1;12.3;1.1;-7.0;-6.4;7.5;7.5;6.3;-0.3;-4.0;3.9;2.6;2.2;9.5;-4.1;-0.8;4.3;0.6;2.2;0.5;-0.7
"Extraction and transport via pipelines";30.4;12.1;11.9;-4.9;-14.1;-5.4;24.1;21.7;-12.5;-22.1;-3.0;-5.4;13.8;10.5;19.7;3.2;9.3;5.5;2.9;-8.0;11.4;14.6;19.0;-1.8;-12.2;-16.0;-5.4;0.7;14.3;-3.3;-2.1;-6.5;6.0;4.5;2.5;-1.0
"Gross fixed investment mainland Norway";-5.2;-3.3;-1.7;11.2;11.5;12.6;9.0;8.7;-1.5;1.3;3.1;4.1;-4.7;11.0;11.0;9.2;14.2;1.0;-10.6;-6.4;5.0;7.4;2.9;0.4;-0.2;9.0;6.8;1.5;6.3;-3.1;1.7;6.7;-0.9;0.7;0.1;-0.6
"Industries";-9.1;-5.4;3.9;13.2;17.6;20.5;5.2;10.3;-3.6;4.9;2.0;5.3;-14.2;12.5;18.2;12.7;22.7;3.1;-18.7;-9.2;1.1;10.5;-3.2;-0.7;-2.8;12.6;9.2;3.1;10.3;-5.3;5.0;14.5;1.3;0.1;-3.2;-3.6
"Housing";-15.2;-9.2;-0.8;24.5;10.5;2.8;12.1;7.7;3.0;5.6;8.1;-0.7;1.8;16.3;9.7;4.0;2.7;-9.0;-8.1;-1.6;17.0;10.9;5.3;-1.4;3.2;6.6;7.3;-6.5;-1.1;-1.6;3.0;-1.4;-7.4;0.7;2.8;2.9
"General government";9.0;3.1;-10.1;1.0;1.2;3.5;15.9;6.0;-0.3;-9.6;1.2;6.2;10.6;3.5;-0.9;7.9;8.9;7.4;7.1;-5.3;1.1;-1.8;11.8;4.5;0.2;6.4;2.6;8.1;7.5;-1.1;-4.5;1.2;1.2;1.7;4.0;1.6
"Demand from Mainland Norway";1.5;2.2;1.9;4.2;4.2;6.6;4.2;4.2;2.5;3.1;2.8;3.5;1.2;5.3;5.0;5.1;6.4;1.7;-1.4;1.2;2.5;3.7;2.3;1.9;2.0;3.1;3.1;1.2;2.3;-3.9;4.0;4.9;0.4;1.4;1.6;2.1
"Exports";6.2;4.7;3.1;8.3;5.4;10.1;7.7;1.3;2.9;3.9;4.6;-0.6;-0.3;1.2;0.6;-0.6;0.8;1.1;-4.3;0.3;-0.5;2.1;-1.7;3.8;3.9;0.4;1.6;-1.5;2.1;-2.3;5.8;5.9;5.0;2.3;1.4;1.0
"Exports of traditional goods";-0.5;5.0;3.8;11.5;4.6;10.7;7.5;7.2;2.2;4.8;2.7;-0.2;2.8;3.6;5.0;6.5;8.0;7.0;-7.2;1.7;-0.2;0.8;2.5;4.2;6.5;-11.2;0.9;2.0;5.1;-0.8;4.6;-0.3;4.8;3.7;3.6;3.5
"Exports of crude oil and natural gas";16.1;11.4;6.0;13.7;10.1;13.2;4.1;-5.5;1.0;4.4;6.5;2.1;-0.7;-0.4;-4.6;-6.2;-2.7;-1.2;-2.6;-6.2;-4.7;0.6;-5.5;3.0;1.3;5.4;5.2;-4.6;-2.9;10.5;2.9;0.3;3.4;3.1;0.5;-3.7
"Imports";0.4;1.7;5.0;5.4;5.6;8.8;12.6;9.2;-1.8;2.8;2.0;0.5;0.8;9.1;7.9;8.8;9.7;4.5;-10.2;8.0;3.9;2.9;5.0;2.2;1.9;1.9;1.8;1.4;5.3;-9.9;1.7;9.2;2.9;2.4;1.6;2.2
"Imports of traditional goods";2.2;6.2;3.0;14.2;9.2;10.8;8.8;9.9;-2.4;3.6;4.9;2.4;5.0;11.9;8.4;11.3;6.6;3.1;-12.1;8.5;4.7;2.4;2.4;2.1;2.7;-1.4;3.5;2.8;6.2;-2.7;5.7;2.5;-1.6;2.4;1.8;2.4
"Gross domestic product";3.1;3.6;2.8;5.1;4.2;5.0;5.3;2.7;2.1;3.3;2.1;1.4;0.9;4.0;2.7;2.5;2.9;0.5;-1.9;0.8;1.1;2.7;1.0;2.0;1.9;1.2;2.5;0.8;1.1;-1.3;3.9;3.3;1.5;1.7;1.5;1.4
"GDP Mainland Norway";1.5;2.6;2.7;3.6;3.4;4.1;5.2;3.8;2.4;2.9;1.8;1.5;1.2;5.0;4.7;5.0;5.7;1.8;-1.7;2.0;1.9;3.8;2.3;2.2;1.4;0.9;2.2;1.9;2.3;-2.8;4.2;3.8;1.3;1.6;1.7;1.9
"GDP Manufacturing";-2.5;1.1;1.4;3.1;0.3;4.7;5.0;-1.0;0.7;1.0;-0.5;-0.5;2.8;4.4;3.6;2.6;4.0;2.9;-7.9;1.7;1.6;1.9;3.0;2.7;-4.4;-4.1;-0.1;1.6;2.1;-5.7;3.8;0.7;1.7;2.5;1.2;1.0
"GDP in current prices (NOK billion)";790;813;855;897;963;1055;1141;1164;1266;1509;1567;1564;1624;1788;1997;2225;2360;2622;2440;2605;2810;2983;3090;3162;3130;3116;3323;3577;3597;3462;4212;5571;4964;5207;5372;5444
"Total hours worked, Mainland Norway";..;..;..;..;..;1.8;2.7;2.6;0.8;-0.7;-1.4;-0.6;-2.0;2.2;1.7;3.4;4.9;3.7;-1.9;0.2;1.7;1.7;0.4;1.4;0.6;0.6;0.5;1.6;1.5;-2.1;2.5;3.9;0.2;0.7;0.5;1.1
"Employed persons";..;..;..;..;..;2.1;3.0;2.7;0.9;0.6;0.1;0.1;-1.5;0.3;1.2;3.3;3.9;3.2;-0.4;-0.3;1.4;2.1;1.1;1.0;0.4;0.3;1.1;1.6;1.6;-1.5;1.2;3.9;1.2;0.3;0.2;0.5
